Time (sec),Pitch Rate (deg/sec)
0.0,0.0
0.02,-0.001496252737175829
0.04,-0.01266043342822833
0.06,-0.026023824519918
0.08,-0.041018111926242676
0.1,-0.05750877853452801
0.12000000000000001,-0.07539513731794432
0.14,-0.09458533387515008
0.16,-0.11499422453359145
0.18,-0.13654272202952691
0.19999999999999998,-0.15915728590855407
0.21999999999999997,-0.18276945633543304
0.23999999999999996,-0.20731542591016952
0.25999999999999995,-0.2327356454271201
0.27999999999999997,-0.25897445994279317
0.3,-0.2859797717150137
0.32,-0.31370272753326933
0.34,-0.34209742814492117
0.36000000000000004,-0.37112065737187044
0.38000000000000006,-0.4007316295444649
0.4000000000000001,-0.43089175412327885
0.4200000000000001,-0.46156441673009035
0.4400000000000001,-0.49271477611036496
0.46000000000000013,-0.5243095767767104
0.48000000000000015,-0.5563169772260768
0.5000000000000001,-0.5887063936804117
0.5200000000000001,-0.6214483592761644
0.5400000000000001,-0.6545143985349905
0.5600000000000002,-0.6878769168039044
0.5800000000000002,-0.7215091041791613
0.6000000000000002,-0.7553848532455197
0.6200000000000002,-0.7894786897905235
0.6400000000000002,-0.8237657155074883
0.6600000000000003,-0.8582215615911422
0.6800000000000003,-0.8928223520617781
0.7000000000000003,-0.9275446756275616
0.7200000000000003,-0.9623655649071355
0.7400000000000003,-0.9972624818803107
0.7600000000000003,-1.0322133085057745
0.7800000000000004,-1.0671963415342465
0.8000000000000004,-1.1021902906460233
0.8200000000000004,-1.137174279147116
0.8400000000000004,-1.1721278465628755
0.8600000000000004,-1.207030952568574
0.8800000000000004,-1.2418639817899562
0.9000000000000005,-1.2766077490914278
0.9200000000000005,-1.3112435050447813
0.9400000000000005,-1.3457529413368496
0.9600000000000005,-1.3801181959303417
0.9800000000000005,-1.414321857839205
1.0000000000000004,5.081498679777304e-12
1.0200000000000005,0.009615340038975994
1.0400000000000005,0.01915727851400616
1.0600000000000005,0.02810220108516686
1.0800000000000005,0.036463503441933706
1.1000000000000005,0.044286412607921925
1.1200000000000006,0.051613913570499236
1.1400000000000006,0.05848506037819549
1.1600000000000006,0.06493523295118654
1.1800000000000006,0.07099647901380791
1.2000000000000006,0.0766978305598627
1.2200000000000006,0.08206559095821228
1.2400000000000007,0.08712359508518931
1.2600000000000007,0.09189344500522593
1.2800000000000007,0.09639472350356307
1.3000000000000007,0.10064518755730134
1.3200000000000007,0.104660943633055
1.3400000000000007,0.1084566065200578
1.3600000000000008,0.1120454432454652
1.3800000000000008,0.11543950347187534
1.4000000000000008,0.11864973764433988
1.4200000000000008,0.12168610403411792
1.4400000000000008,0.1245576657177836
1.4600000000000009,0.12727267843207743
1.4800000000000009,0.12983867015605174
1.5000000000000009,0.13226251319159016
1.520000000000001,0.13455048944070172
1.540000000000001,0.13670834951222
1.560000000000001,0.13874136623095426
1.580000000000001,0.14065438306855146
1.600000000000001,0.14245185796654403
1.620000000000001,0.14413790297805637
1.640000000000001,0.1457163201146786
1.660000000000001,0.14719063374895563
1.680000000000001,0.14856411989030457
1.700000000000001,0.14983983262255252
1.720000000000001,0.1510206279645815
1.740000000000001,0.15210918539128748
1.7600000000000011,0.15310802723020928
1.7800000000000011,0.15401953612924937
1.8000000000000012,0.15484597077296852
1.8200000000000012,0.1555894800086373
1.8400000000000012,0.15625211552848223
1.8600000000000012,0.1568358432411483
1.8800000000000012,0.15734255345336662
1.9000000000000012,0.15777406997174892
1.9200000000000013,0.1581321582247001
1.9400000000000013,0.15841853249543994
1.9600000000000013,0.15863486234886018
1.9800000000000013,0.15878277832758256
2.0000000000000013,0.15886387698574903
2.0200000000000014,0.1588797253230301
2.0400000000000014,0.1588318646757006
2.0600000000000014,0.15872181411658212
2.0800000000000014,0.1585510734110795
2.1000000000000014,0.15832112557234349
2.1200000000000014,0.1580334390547394
2.1400000000000015,0.1576894696213912
2.1600000000000015,0.1572906619183764
2.1800000000000015,0.15683845078530778
2.2000000000000015,0.15633426232936112
2.2200000000000015,0.15577951478746635
2.2400000000000015,0.15517561919917597
2.2600000000000016,0.15452397991072617
2.2800000000000016,0.15382599492902815
2.3000000000000016,0.1530830561425819
2.3200000000000016,0.15229654942488777
2.3400000000000016,0.1514678546344715
2.3600000000000017,0.15059834552437423
2.3800000000000017,0.14968938957285527
2.4000000000000017,0.14874234774590184
2.4200000000000017,0.14775857420121988
2.4400000000000017,0.1467394159424989
2.4600000000000017,0.14568621243187985
2.4800000000000018,0.14460029516782882
2.5000000000000018,0.1434829872349425
2.520000000000002,0.1423356028315599
2.540000000000002,0.14115944678048778
2.560000000000002,0.13995581402760085
2.580000000000002,0.1387259891326288
2.600000000000002,0.13747124575596364
2.620000000000002,0.13619284614489455
2.640000000000002,0.13489204062236837
2.660000000000002,0.13357006708097238
2.680000000000002,0.13222815048453807
2.700000000000002,0.1308675023794733
2.720000000000002,0.12948932041771047
2.740000000000002,0.12809478789282186
2.760000000000002,0.12668507329073925
2.780000000000002,0.12526132985625632
2.800000000000002,0.1238246951763026
2.820000000000002,0.12237629078085314
2.840000000000002,0.12091722176214874
2.860000000000002,0.11944857641278654
2.880000000000002,0.11797142588309739
2.900000000000002,0.11648682385813434
2.920000000000002,0.11499580625449007
2.940000000000002,0.11349939093704031
2.960000000000002,0.1119985774556951
2.980000000000002,0.1104943468020624
3.000000000000002,0.10898766118599307
3.0200000000000022,0.10747946383179185
3.0400000000000023,0.10597067879391309
3.0600000000000023,0.10446221079187445
3.0800000000000023,0.10295494506409938
3.1000000000000023,0.10144974724033763
3.1200000000000023,0.09994746323233847
3.1400000000000023,0.09844891914235591
3.1600000000000024,0.09695492118907319
3.1800000000000024,0.0954662556505626
3.2000000000000024,0.09398368882378527
3.2200000000000024,0.0925079670002075
3.2400000000000024,0.09103981645705289
3.2600000000000025,0.08957994346374659
3.2800000000000025,0.08812903430303311
3.3000000000000025,0.08668775530632003
3.3200000000000025,0.08525675290276409
3.3400000000000025,0.08383665368160571
3.3600000000000025,0.08242806446729123
3.3800000000000026,0.08103157240689064
3.4000000000000026,0.07964774506936995
3.4200000000000026,0.07827713055620264
3.4400000000000026,0.07692025762291793
3.4600000000000026,0.075577635811094
3.4800000000000026,0.07424975559036286
3.5000000000000027,0.07293708850999771
3.5200000000000027,0.07164008735963732
3.5400000000000027,0.07035918633873128
3.5600000000000027,0.06909480123429686
3.5800000000000027,0.06784732960659719
3.6000000000000028,0.06661715098230829
3.6200000000000028,0.06540462705483037
3.640000000000003,0.06421010189134849
3.660000000000003,0.06303390214626978
3.680000000000003,0.06187633728069915
3.700000000000003,0.060737699787587376
3.720000000000003,0.05961826542221126
3.740000000000003,0.058518293437690924
3.760000000000003,0.05743802682515962
3.780000000000003,0.05637769255833468
3.800000000000003,0.055337501842153164
3.820000000000003,0.054317650365179805
3.840000000000003,0.053318318555510454
3.860000000000003,0.05233967183988044
3.880000000000003,0.051381860905719605
3.900000000000003,0.05044502196587521
3.920000000000003,0.049529277025763874
3.940000000000003,0.04863473415268175
3.960000000000003,0.047761487747063305
3.980000000000003,0.04690961881542611
4.000000000000003,0.04607919524477695
4.020000000000002,0.04527027207829473
4.040000000000002,0.04448289179202272
4.060000000000001,0.04371708457239939
4.080000000000001,0.04297286859441607
4.1000000000000005,0.04225025030020947
4.12,0.04154922467789088
4.14,0.04086977554045286
4.159999999999999,0.04021187580452208
4.179999999999999,0.03957548776886411
4.199999999999998,0.03896056339240986
4.219999999999998,0.03836704457166936
4.2399999999999975,0.03779486341737043
4.259999999999997,0.037243942530182636
4.279999999999997,0.03671419527536506
4.299999999999996,0.036205526056199755
4.319999999999996,0.035717830586089044
4.339999999999995,0.03525099615916681
4.359999999999995,0.03480490191931611
4.379999999999995,0.034379419127456234
4.399999999999994,0.03397441142697575
4.419999999999994,0.03358973510722973
4.439999999999993,0.03322523936495153
4.459999999999993,0.032880766563512694
4.479999999999992,0.032556152489895435
4.499999999999992,0.03225122660931523
4.519999999999992,0.031965812317376344
4.539999999999991,0.031699727189677444
4.559999999999991,0.03145278322880451
4.57999999999999,0.031224787108587053
4.59999999999999,0.03101554041559035
4.6199999999999894,0.030824839887735978
4.639999999999989,0.030652477649997185
4.659999999999989,0.030498241447099228
4.679999999999988,0.03036191487316448
4.699999999999988,0.030243277598238166
4.719999999999987,0.03014210559165853
4.739999999999987,0.030058171342190382
4.7599999999999865,0.029991244074903375
4.779999999999986,0.02994108996472473
4.799999999999986,0.029907472346643125
4.819999999999985,0.0298901519225202
4.839999999999985,0.029888886964463398
4.859999999999984,0.029903433514755995
4.879999999999984,0.029933545582269728
4.8999999999999835,0.029978975335381144
4.919999999999983,0.030039473291328247
4.939999999999983,0.03011478850202008
4.959999999999982,0.03020466873624973
4.979999999999982,0.030308860658320246
4.999999999999981,0.03042711000305834
5.019999999999981,0.030559161747194745
5.0399999999999805,0.24791730678037852
