Time,altitude (ft),Mach,Vt (ft/s),alpha (deg),beta (deg),p (rad/s),q (rad/s),r (rad/s),phi (rad),theta (rad),psi (rad),elevator cmd,elevator (rad),left aileron (rad),right aileron (rad),rudder (rad),flap (rad),weight (lb),engine 0 thrust (lb),engine 1 thrust (lb)
4.5,40004.0380957089365,0.793787123988329069,768.445022089383087,5.32677444279487311,-0.117645895650958329,0.0482110867504526447,0.000476623301337150999,0.00932114898342754211,0.103490669910096283,0.0952125504857695704,1.58969151721387725,0,-0.0409534885674764579,1.01077226943409182e-05,-1.01077226943409182e-05,0.0034157309590312681,0,9973.36373179444854,487.799197928618412,0
4.6,40004.2648313455284,0.793609480436694548,768.273049908385815,5.32767264022739706,-0.117888245570903868,0.0486862391296877736,0.000726337231767572441,0.00958681123995676517,0.108421039123883178,0.0951738782788280752,1.59064182699696821,0,-0.0409580183288396626,1.010884068387813e-05,-1.010884068387813e-05,0.00341879077423740563,0,9973.34953523105469,487.739291045355742,0
4.7,40004.4917368777096,0.793431838699639402,768.101079484036404,5.32988646656621601,-0.1181958873440771,0.0491470230606722847,0.000965762846949102757,0.00984577673530875018,0.113401057448544465,0.0951520853940857614,1.59162089268581886,0,-0.0409625475689209331,1.0109958544757849e-05,-1.0109958544757849e-05,0.00341304600314187162,0,9973.33534041132771,487.679370439704655,0
4.8,40004.7186276353896,0.793254110170886539,767.929025038863301,5.333270752432413,-0.118523799254666981,0.0495930104506613623,0.00118833999798931321,0.0100993855234106228,0.118429231678777128,0.0951456185495562212,1.59262814005479458,0,-0.0409670785875175109,1.01110768445925909e-05,-1.01110768445925909e-05,0.00340099535701974751,0,9973.32114733598974,487.619409007696049,0
4.9,40004.9453884661198,0.793076215811496343,767.756810057289499,5.33765309709818769,-0.118836216612789813,0.0500237104009388922,0.00138853927599008175,0.0103489349311592302,0.123504025811953855,0.0951523046050359728,1.59366303429183542,0,-0.0409716134538676627,1.01121960940906579e-05,-1.01121960940906579e-05,0.00338486098646999375,0,9973.30695600651961,487.55938210950319,0
5,40005.1719613969326,0.792898088472930751,767.584369534531902,5.34284125140214172,-0.119106342549902836,0.0504386454633018663,0.00156196456952622034,0.0105956319155141535,0.1286238565267801,0.0951694574654860653,1.59472507397996077,0,-0.0409761539448282378,1.01133167317977492e-05,-1.01133167317977492e-05,0.00336655267782404134,0,9973.29276642508194,487.49926843446957,0
5.1,40005.3897349014878,0.792719181391233207,767.41117416238194,5.38927387423111348,-0.119232976688776651,0.0508399844840942625,0.0167019868425507985,0.010820164801721828,0.133792951006492106,0.0956428255466250932,1.59587364655162833,-0.100000000000000006,-0.0677681190082631557,1.01144401895874801e-05,-1.01144401895874801e-05,0.00333438036694303983,0,9973.27857859436335,487.438971908842177,0
5.2,40005.5879226587713,0.792533873790371324,767.231782611254062,5.53440303061261485,-0.1185583500395649,0.0512216311310213085,0.0346949945946553942,0.0109766758245292383,0.139028833979708027,0.097875690553255193,1.59728828998661387,-0.100000000000000006,-0.0677758509544469923,1.01155941880807221e-05,-1.01155941880807221e-05,0.00322241046523061942,0,9973.26439253440367,487.376766432562363,0
5.3,40005.7766847573221,0.792334319206162485,767.038598919762649,5.76934467250291227,-0.116285258012196996,0.051551533737389188,0.0512335444588198005,0.0110969788783938771,0.144332715399258016,0.101826516568199688,1.59897655601717381,-0.100000000000000006,-0.0677841198344313611,1.01168283243273936e-05,-1.01168283243273936e-05,0.00306778455385417828,0,9973.25020833202689,487.310001506447918,0
5.4,40005.9718842543662,0.792113306903232006,766.824642559329277,6.08051760544375153,-0.111897261629984784,0.0517987168371212489,0.0658920103211949881,0.011215781723208515,0.149702285575910976,0.107331289534772653,1.60093134132124071,-0.100000000000000006,-0.0677932315000055741,1.01181882469256095e-05,-1.01181882469256095e-05,0.00291833127386501674,0,9973.23602614909396,487.236176735159518,0
5.5,40006.1943478509784,0.791856858757209014,766.576381665091958,6.45305286629902497,-0.105161339205202653,0.051937797802742533,0.0783619768569645964,0.0113641298559550401,0.155132608037594794,0.114187819242764388,1.60314082263549107,-0.100000000000000006,-0.0678036915932062889,1.01197494233106748e-05,-1.01197494233106748e-05,0.00281333234444788166,0,9973.22184623928479,487.150537156744406,0
5.6,40006.4686835370958,0.791555564108950782,766.284706018511883,6.87126418200850697,-0.0961093206872429273,0.0519505126776291307,0.0884108650472351931,0.0115677536255675457,0.16061632800861117,0.12216713680721325,1.60558885137037821,-0.100000000000000006,-0.0678159976542776766,1.01215861117195832e-05,-1.01215861117195832e-05,0.00278210164300820521,0,9973.20766899293085,487.049772579712567,0
5.7,40006.8223380707204,0.791204282624508259,765.944639393702232,7.31902955980971015,-0.0850082376351518343,0.051826838572987248,0.0958730542852992834,0.0118460680889862675,0.16614386754335958,0.131019573334707234,1.6082546010437897,-0.100000000000000006,-0.0678303736782490674,1.01237317435705282e-05,-1.01237317435705282e-05,0.00284349172702893062,0,9973.19349487419458,486.931927941214894,0
5.8,40007.2844949960709,0.790799567094766176,765.552844635644306,7.78030887381599978,-0.072320101397149672,0.0515657419275846809,0.100670762807836101,0.0122114594112240106,0.171703758684421087,0.140482786310531571,1.61111260544131651,-0.100000000000000006,-0.0678469793963806106,1.01262101588682311e-05,-1.01262101588682311e-05,0.00300600152713632581,0,9973.17932439808828,486.795572255312834,0
5.9,40007.8849057257175,0.7903379501336808,765.105965056550303,8.24006636065658427,-0.0586519123897775094,0.0511751184540429963,0.10282623389448102,0.0126689783137730258,0.177283092265616227,0.150290678763479846,1.61413311906260359,-0.100000000000000006,-0.067865924807736705,1.01290377750516608e-05,-1.01290377750516608e-05,0.00326827452786055675,0,9973.16515811604404,486.639248974302802,0
6,40008.650563981384,0.789808416206721819,764.593336799046597,8.68679536300372312,-0.0446906479004364685,0.0506711953921994279,0.102529722649416247,0.0132163296149121999,0.182868206283562984,0.160186906639157994,1.61728358538339378,-0.100000000000000006,-0.0678876715975713224,1.01322834989748964e-05,-1.01322834989748964e-05,0.00362010462547804725,0,9973.15099665651542,486.459051568464872,0
6.1,40009.6052131466568,0.789211463470710806,764.015442116016857,9.10813244762414875,-0.0311451391245085342,0.050076549091210773,0.0999493390089380845,0.0138446606333716502,0.188445396780084234,0.169934590342415925,1.62052983317886112,-0.100000000000000006,-0.0679122830713898423,1.01359567790298529e-05,-1.01359567790298529e-05,0.00404367588816118267,0,9973.13684072258911,486.254837509045387,0
6.2,40010.7707963623106,0.788550715503881339,763.375788900914699,9.49289098776871576,-0.018701482437046224,0.0494185700240767772,0.0952931387382104922,0.0145400609340845099,0.19400130792866338,0.179315125860213198,1.62383560690545736,-0.100000000000000006,-0.0679396204252753766,1.01400368986327473e-05,-1.01400368986327473e-05,0.00451619431180834592,0,9973.12269100431513,486.027482282355379,0
6.3,40012.1669109389186,0.787831317609072324,762.67935818988235,9.83164405929218432,-0.00797914992013172217,0.0487277706067816771,0.0888240873273602322,0.0152848179722008762,0.199523514708558725,0.188133493100030941,1.62716356562906217,-0.100000000000000006,-0.0679694787302674436,1.01444932719897807e-05,-1.01444932719897807e-05,0.00501194218775949905,0,9973.1085481602604,485.778363432546996,0
6.4,40013.8102895356715,0.787059030226385681,761.931726517720449,10.1171227583254701,0.000505155767458661262,0.0480359532624156302,0.0808543881507234885,0.0160588001671040821,0.205001130409074084,0.196223261128479431,1.63047656732896717,-0.100000000000000006,-0.0680016011637313289,1.01492875681391965e-05,-1.01492875681391965e-05,0.00550422102864074787,0,9973.09441280391366,485.509072214429636,0
6.5,40015.7130561955273,0.786235252632287218,761.13424848820398,10.3458341502021014,0.00636833492134381788,0.0473744269771550694,0.0717826314850819464,0.0168407926912168514,0.210425504101335065,0.203453058205695175,1.6337396163230633,-0.100000000000000006,-0.0680359221381811319,1.01544099981018546e-05,-1.01544099981018546e-05,0.00596723272730032873,0,9973.08028552003088,485.2198071422672,0
6.6,40017.8827594928443,0.785368431183120719,760.295100802983939,10.5147004041968817,0.00937533893691194949,0.046772299309785291,0.0619544315120706818,0.0176099183048165804,0.215790821037470132,0.20973026271769829,1.6369215563266224,-0.100000000000000006,-0.0680721417764997699,1.01598158050037364e-05,-1.01598158050037364e-05,0.00637746668218217103,0,9973.0661668652283,484.913106018606356,0
6.7,40020.3240883722901,0.784468714259307642,759.424107849709571,10.6222408996317608,0.00943450203286510213,0.0462551011491749292,0.0516979893775730351,0.0183471320698064197,0.221094218372378748,0.214995612960311083,1.63999498774315144,-0.100000000000000006,-0.0681098348530710246,1.01654415236177497e-05,-1.01654415236177497e-05,0.00671548132754388148,0,9973.05205731091155,484.592091564263114,0
6.8,40023.0389641486108,0.783546372291800353,758.531212170029221,10.6688445592296368,0.00658789064173213867,0.0458439118580140081,0.0413363439210666858,0.0190360530744289533,0.226335965627223634,0.219222446793505277,1.6429372148837873,-0.100000000000000006,-0.0681485682700798956,1.0171222513785512e-05,-1.0171222513785512e-05,0.00696672880030783231,0,9973.03795723650546,484.259960638939333,0
6.9,40026.0266152136028,0.782611485626440451,757.62617228905458,10.65665475118751,0.000995543268614797932,0.045554828491558709,0.0311771667113032863,0.0196634807801006201,0.231519529007572389,0.222415602856533251,1.64573113494032097,-0.100000000000000006,-0.068187914392301277,1.01770949506440873e-05,-1.01770949506440873e-05,0.00712181888056037226,0,9973.0238669284372,483.919887312320782,0
