Time,altitude (ft),Mach,Vt (ft/s),alpha (deg),beta (deg),p (rad/s),q (rad/s),r (rad/s),phi (rad),theta (rad),psi (rad),elevator cmd,elevator (rad),left aileron (rad),right aileron (rad),rudder (rad),flap (rad),weight (lb),engine 0 thrust (lb),engine 1 thrust (lb)
0,40000.1884156912565,0.799999999999999489,774.459548528208074,-3.33515603215094706e-15,3.4337410382171407e-15,0,0,0,-1.18616341138162461e-16,4.79171125556109589e-17,1.57079632679489656,0,0,0,0,0,0,9974,167.237348378114916,167.237348378114916
0.1,40000.0323112122715,0.800104592616135091,774.560801966047848,0.228947276489882778,-0.0041547151895999267,0.000167086703555454692,-0.00104145981149648351,0.00254694393832515355,1.81817244018322868e-06,-2.49513242986688301e-05,1.57088078839571788,0,0,0,0,0.00251555418708855876,0,9973.98569247592604,594.912245537721219,0
0.2,39999.5715081691742,0.800195170932480937,774.648488518527415,0.437974029966090694,-0.0224640459567848165,0.00121035239229598827,-0.0031489040980593342,0.0043764242799730485,5.36101251681504179e-05,-0.000202615810668176126,1.57122200415440894,0,0,0,0,0.00486502702782546162,0,9973.97004872460275,496.528322744701029,0
0.3,39998.8210558369756,0.80026434746158126,774.715456547897134,0.623167308432622136,-0.0477998377832481933,0.0029033424213439421,-0.0060854535293502288,0.00505776798992696366,0.00023830477669275788,-0.000625188662080712566,1.57169679070358526,0,0,0,0,0.00547313728909188182,0,9973.95622844189347,411.564349680753878,0
0.4,39997.793337777257,0.800316636935033299,774.766076650400123,0.781361864690926833,-0.0744606773657705834,0.00494548839888109184,-0.0097257994920687367,0.00497086464009529553,0.000608047600689411638,-0.00137076634654695806,1.572206026249934,0,0,0,0,0.00499502569100115749,0,9973.94272583976635,340.941768272557567,0
0.5,39996.4989135079086,0.800356916482553249,774.80507025063423,0.910267660627490649,-0.0987508123833030493,0.00711210857399444465,-0.0139328292924234213,0.00441572933975296639,0.0011880951197706267,-0.00250439178902745179,1.57268502872047522,0,0,0,0,0.00392162482506472169,0,9973.92922323763923,285.018059606959525,0
0.6,39994.9463668093085,0.800390099608471517,774.837193986530906,1.00848124702565189,-0.118554456219801013,0.00924382711462387249,-0.0185611427805021691,0.00362206745598878761,0.00198403411661555486,-0.00407698061601346855,1.57309592349110705,0,0,0,0,0.00260862359215930338,0,9973.9157206355103,242.941682501465067,0
0.7,39993.1422142833471,0.800420719532985769,774.866836352675023,1.07548152691891419,-0.132948346960175379,0.011235897675302536,-0.0234600200136920317,0.00275605814577627997,0.00298790918731274384,-0.00612460006050927902,1.5734208624402084,0,0,0,0,0.00129789042861057813,0,9973.90221803338136,212.787817169211849,0
0.8,39991.0908733978868,0.800452659474400363,774.89775659343502,1.11161036805365843,-0.141851161827896755,0.0130270591657474181,-0.0284770265679274298,0.00192881208527381364,0.00418322372179050737,-0.00866809120643149793,1.57365602005585958,0,0,0,0,0.000138141481498744729,0,9973.88871543125424,192.200440638210409,0
0.9,39988.7946885190904,0.800489099356311629,774.933033111551822,1.11803285355662951,-0.145725135461763716,0.0145887861612920017,-0.0334625690107182711,0.00120722743629113425,0.00554880969414129482,-0.0117131047288004421,1.57380658639801174,0,0,0,0,-0.000793239494192978477,0,9973.87521282912712,178.964052127109909,0
1,40000.1884584650397,0.799999999293443453,774.459547844209283,5.20012737922738566,-0.000949388927512531417,6.98450932615355516e-09,-5.84088848251326787e-15,-4.87798740711074732e-10,-0.00199428133109489465,0.0907600894865531194,1.57079680930251597,0,-0.0407959819417686997,1.00688485141217589e-05,-1.00688485141217589e-05,-5.22702368921266756e-05,0,9973.86171022699818,489.85225567422907,0
1.1,40000.1965854018927,0.799821702516944288,774.286943292919773,5.16214066785218151,-0.00643259249199122814,0.000228681262017208306,-0.0143724182489584767,0.00232897548602644224,-0.00198140460278541835,0.0903383958667064585,1.57089912664185505,0.100000000000000006,-0.0141306055615884208,1.00697679995263024e-05,-1.00697679995263024e-05,0.00233990725239625495,0,9973.84745394968377,489.794301036283343,0
1.2,40000.223470043391,0.799665681468898826,774.135903304882049,5.02894047539593547,-0.0227832740984582269,0.001181217725519629,-0.0317036691907849125,0.00391343740024366251,-0.00189842459329451368,0.0882029196737241505,1.57120871029717812,0.100000000000000006,-0.0141319996336788101,1.00707614447444612e-05,-1.00707614447444612e-05,0.00423344371912287923,0,9973.83319922155351,489.74342028736902,0
1.3,40000.2589933276176,0.799523397430598526,773.998161764801011,4.80899446317974011,-0.0456392541446793074,0.00272648397065807088,-0.0476475437848438571,0.00489403956545194068,-0.00168438029491043925,0.0843864313143718736,1.57165438472375429,0.100000000000000006,-0.0141332855392271826,1.00716778082000095e-05,-1.00716778082000095e-05,0.00516255799242052241,0,9973.81894592906247,489.69692537448833,0
1.4,40000.2873622700572,0.799401834604135608,773.880479900175715,4.5153441999782773,-0.0717119840316833845,0.00471810995394229306,-0.0618008278378022954,0.00542320551165347345,-0.00129235059096893053,0.0790443036774625823,1.57218018698009843,0.100000000000000006,-0.014134400215920391,1.00724721503565548e-05,-1.00724721503565548e-05,0.0054134658083887198,0,9973.80469391611587,489.657217128373929,0
1.5,40000.2877107858658,0.799307098692131346,773.788768485625383,4.1624105649943397,-0.0986584868252841501,0.00703358412860851691,-0.0738529387104649437,0.00562544725626014028,-0.000687604597158254349,0.0723685744883832832,1.57274347742019005,0.100000000000000006,-0.014135288093880408,1.00731048709452289e-05,-1.00731048709452289e-05,0.00521037277224578339,0,9973.79044295942185,489.626455402295335,0
1.6,40000.2351367175579,0.799242411039360445,773.726146022675039,3.76528495785750383,-0.124901249737944364,0.00957259320565665914,-0.0835832627656900723,0.00559970950319046545,0.000154693690962092573,0.0645785774586404293,1.57331238697837872,0.100000000000000006,-0.0141359081995765974,1.00735467713626323e-05,-1.00735467713626323e-05,0.00472414110999148928,0,9973.7761927773754,489.605898538354211,0
1.7,40000.1023183725774,0.799201577249437523,773.686615874539484,3.33889924214235778,-0.149457370096384018,0.0122551855545515471,-0.0908290439483659673,0.00542218284207083342,0.00125149333945927363,0.0559135259528262402,1.5738636492945508,0.100000000000000006,-0.0141363111519547772,1.00738339237387588e-05,-1.00738339237387588e-05,0.0040807540169792841,0,9973.7619430944269,489.593768260454397,0
1.8,39999.8604769892991,0.799185954019627109,773.671491425157569,2.89861435532773104,-0.171783149357481763,0.0150183826076506401,-0.0955465341667180168,0.00514950209202471882,0.00261355348282555104,0.0466244625875365942,1.57438081740301494,0.100000000000000006,-0.0141364949311483731,1.00739648886740258e-05,-1.00739648886740258e-05,0.00336931776889977169,0,9973.74769365708926,489.591491946267638,0
1.9,39999.4799722991884,0.799197092761487871,773.682274556398397,2.45911675919030603,-0.191639104561708462,0.0178134724251232876,-0.0977834409933828752,0.00482211949137951838,0.00424678858672831137,0.0369629160160883652,1.57485283430021727,0.100000000000000006,-0.0141364446428164665,1.00739290521464852e-05,-1.00739290521464852e-05,0.00264971342769480724,0,9973.73344415435167,489.600363539768864,0
2,39998.9312721118331,0.799235875005753771,773.719818655629751,2.03393958495728855,-0.208978546551069927,0.0206032016339537417,-0.0976620124535226286,0.00446767511573716025,0.00615334496357486729,0.0271726235987698704,1.57527291708967954,0.100000000000000006,-0.0141361513318289736,1.00737200325412825e-05,-1.00737200325412825e-05,0.00195955368024253824,0,9973.71919426324712,489.62053226547971,0
2.1,39998.1858517937362,0.799297395488950402,773.779375062681879,1.63515118945492333,-0.223860384772643778,0.0233594326756951,-0.0953457608416334867,0.00410417833387731294,0.0083324203681561862,0.0174829240461454004,1.57563771504971428,0.100000000000000006,-0.01413563906803624,1.00733549825421929e-05,-1.00733549825421929e-05,0.00132029597351087801,0,9973.70494365854938,489.650799656611866,0
2.2,39997.2170046158135,0.799374303886017268,773.853828115769943,1.27329478746628544,-0.23638479037689239,0.026060625934337011,-0.0910327593567055865,0.00374284943626082512,0.010780902405900121,0.00810631891064588113,1.57594671791118257,0.100000000000000006,-0.0141349876884523818,1.00728907956918484e-05,-1.00728907956918484e-05,0.000742360477162760327,0,9973.6906920804322,489.689148393703533,0
2.3,39996.0005349293351,0.799467123680313363,773.943684585751271,0.957078495946816488,-0.24664986181627982,0.0286886479458909362,-0.0850055397831734616,0.00339061106948496593,0.0134937088853663099,-0.000768377792628549376,1.57620180587018677,0.100000000000000006,-0.0141341962674814466,1.00723268123910255e-05,-1.00723268123910255e-05,0.000229278429777003505,0,9973.67643928714824,489.736082562399702,0
2.4,39994.5153329074383,0.799575971516411799,774.049057393255111,0.693135149350192159,-0.254726967621710432,0.0312278554209868275,-0.0775764778070070632,0.00305207996162753636,0.0164639625148831868,-0.00898193290591579006,1.57640689479459928,0.100000000000000006,-0.0141332633394224867,1.0071661988150263e-05,-1.0071661988150263e-05,-0.000219027316393109441,0,9973.66218502469201,489.791931545637738,0
2.5,39992.7438141331077,0.799700726917613181,774.169829907868689,0.485988636455545187,-0.260651144106732457,0.0336639438414723519,-0.0690747719243329783,0.00273108386746450911,0.0196830956248079149,-0.0164071215221916478,1.5765676575036438,0.100000000000000006,-0.0141321895619748884,1.00708967916600414e-05,-1.00708967916600414e-05,-0.000603915574848905463,0,9973.64792903093985,489.856899050927268,0
2.6,39990.6722187362611,0.799841052201088476,774.305675227477877,0.33808722517342954,-0.264423183363928838,0.0359832200974434455,-0.0598355334962199364,0.00243171553631073506,0.0231408930180322658,-0.0229499803903852398,1.57669127159395961,0.100000000000000006,-0.0141309775497257036,1.00700330861303187e-05,-1.00700330861303187e-05,-0.000926500154163605624,0,9973.63367103927885,489.931065447686478,0
2.7,39988.2907722815871,0.799996417111004443,774.456080024966241,0.249893589524047333,-0.266020160850205023,0.0381722825949643227,-0.0501900072945494768,0.00215896188965524014,0.0268255144450923015,-0.0285500161926987607,1.57678616309397679,0.100000000000000006,-0.0141296316642707566,1.00690739797264091e-05,-1.00690739797264091e-05,-0.00118680354186808572,0,9973.61941078215023,490.014393546167923,0
