15,19
20,27
25,36
30,48
35,63
40,76
45,94
50,113
55,131
60,154
65,178
70,207
75,236
80,274
85,309
90,350
95,391
100,438
105,485
110,545
115,607
120,673
125,747
130,821
135,903
140,990
145,1076
150,1182
155,1287
160,1402
165,1515
170,1631
175,1774
180,1916
185,2052
190,2121
210,2039
240,2128
270,2231
300,2355
330,2499
360,2676
390,2870
420,3090
450,3337
480,3610
510,3914
540,4232
570,4594
600,4997
630,5446
660,5937
690,6452
720,6993
750,7515
780,8009
